,name,pts,source,week,year
4502,Lorenzo Taliaferro,3.0,FFTODAY,4,2015
4503,Anthony Dixon,2.5,FFTODAY,4,2015
4504,Andre Williams,2.5,FFTODAY,4,2015
4505,Toby Gerhart,2.0,FFTODAY,4,2015
4506,Darren McFadden,2.0,FFTODAY,4,2015
4507,Josh Robinson,2.0,FFTODAY,4,2015
4508,Khiry Robinson,2.0,FFTODAY,4,2015
4509,Jacquizz Rodgers,2.0,FFTODAY,4,2015
4510,De'Anthony Thomas,2.0,FFTODAY,4,2015
4511,Mike Tolbert,2.0,FFTODAY,4,2015
4512,Damien Williams,2.0,FFTODAY,4,2015
4513,Knile Davis,1.5,FFTODAY,4,2015
4514,Jeremy Langford,1.5,FFTODAY,4,2015
4515,Jerick McKinnon,1.5,FFTODAY,4,2015
4516,Marcel Reece,1.5,FFTODAY,4,2015
4517,Taiwan Jones,1.0,FFTODAY,4,2015
4518,Marshawn Lynch,1.0,FFTODAY,4,2015
4519,DeAngelo Williams,1.0,FFTODAY,4,2015
4520,Jarryd Hayne,0.5,FFTODAY,4,2015
4521,Le'Veon Bell,20.0,FFTODAY,5,2015
4522,Jamaal Charles,19.0,FFTODAY,5,2015
4523,Devonta Freeman,18.0,FFTODAY,5,2015
4524,Justin Forsett,17.5,FFTODAY,5,2015
4525,Matt Forte,16.0,FFTODAY,5,2015
4526,Eddie Lacy,16.0,FFTODAY,5,2015
4527,Ronnie Hillman,15.5,FFTODAY,5,2015
4528,Latavius Murray,15.0,FFTODAY,5,2015
4529,Arian Foster,14.5,FFTODAY,5,2015
4530,Mark Ingram,14.5,FFTODAY,5,2015
4531,Dion Lewis,14.5,FFTODAY,5,2015
4532,T.J. Yeldon,14.5,FFTODAY,5,2015
4533,Thomas Rawls,14.0,FFTODAY,5,2015
4534,Frank Gore,13.5,FFTODAY,5,2015
4535,Chris Johnson,13.5,FFTODAY,5,2015
4536,Doug Martin,13.5,FFTODAY,5,2015
4537,Matt Jones,13.0,FFTODAY,5,2015
4538,LeGarrette Blount,12.5,FFTODAY,5,2015
4539,Darren Sproles,11.5,FFTODAY,5,2015
4540,Todd Gurley,9.0,FFTODAY,5,2015
4541,Anthony Dixon,7.0,FFTODAY,5,2015
4542,Melvin Gordon,7.0,FFTODAY,5,2015
4543,Carlos Hyde,7.0,FFTODAY,5,2015
4544,Ameer Abdullah,6.5,FFTODAY,5,2015
4545,Danny Woodhead,6.5,FFTODAY,5,2015
4546,Isaiah Crowell,6.0,FFTODAY,5,2015
4547,Giovani Bernard,5.5,FFTODAY,5,2015
4548,Rashad Jennings,5.5,FFTODAY,5,2015
4549,C.J. Anderson,5.0,FFTODAY,5,2015
4550,Jeremy Hill,5.0,FFTODAY,5,2015
4551,DeMarco Murray,5.0,FFTODAY,5,2015
4552,Bishop Sankey,5.0,FFTODAY,5,2015
4553,Shane Vereen,5.0,FFTODAY,5,2015
4554,Duke Johnson,4.5,FFTODAY,5,2015
4555,Alfred Morris,4.5,FFTODAY,5,2015
4556,C.J. Spiller,4.5,FFTODAY,5,2015
4557,Alfred Blue,4.0,FFTODAY,5,2015
4558,Charles Sims,4.0,FFTODAY,5,2015
4559,Reggie Bush,3.5,FFTODAY,5,2015
4560,David Johnson,3.5,FFTODAY,5,2015
4561,Ryan Mathews,3.5,FFTODAY,5,2015
4562,Darren McFadden,3.5,FFTODAY,5,2015
4563,Theo Riddick,3.5,FFTODAY,5,2015
4564,James Starks,3.5,FFTODAY,5,2015
4565,Chris Thompson,3.5,FFTODAY,5,2015
4566,Charcandrick West,3.5,FFTODAY,5,2015
4567,Tevin Coleman,3.0,FFTODAY,5,2015
4568,Benny Cunningham,3.0,FFTODAY,5,2015
4569,Lorenzo Taliaferro,3.0,FFTODAY,5,2015
4570,Andre Ellington,2.5,FFTODAY,5,2015
4571,Dexter McCluster,2.5,FFTODAY,5,2015
4572,Andre Williams,2.5,FFTODAY,5,2015
4573,Roy Helu,2.0,FFTODAY,5,2015
4574,Dan Herron,2.0,FFTODAY,5,2015
4575,Josh Robinson,2.0,FFTODAY,5,2015
4576,Khiry Robinson,2.0,FFTODAY,5,2015
4577,Jacquizz Rodgers,2.0,FFTODAY,5,2015
4578,DeAngelo Williams,2.0,FFTODAY,5,2015
4579,Toby Gerhart,1.5,FFTODAY,5,2015
4580,Jeremy Langford,1.5,FFTODAY,5,2015
4581,Zach Zenner,1.5,FFTODAY,5,2015
4582,Marcel Reece,1.0,FFTODAY,5,2015
4583,De'Anthony Thomas,1.0,FFTODAY,5,2015
4584,Jarryd Hayne,0.5,FFTODAY,5,2015
4585,Tre Mason,0.5,FFTODAY,5,2015
4586,Devonta Freeman,19.0,FFTODAY,6,2015
4587,Le'Veon Bell,18.0,FFTODAY,6,2015
4588,Adrian Peterson,18.0,FFTODAY,6,2015
4589,Arian Foster,17.0,FFTODAY,6,2015
4590,Matt Forte,16.5,FFTODAY,6,2015
4591,Justin Forsett,16.0,FFTODAY,6,2015
4592,Eddie Lacy,15.0,FFTODAY,6,2015
4593,Marshawn Lynch,15.0,FFTODAY,6,2015
4594,Dion Lewis,14.5,FFTODAY,6,2015
4595,Carlos Hyde,14.0,FFTODAY,6,2015
4596,DeMarco Murray,14.0,FFTODAY,6,2015
4597,Chris Johnson,13.5,FFTODAY,6,2015
4598,Frank Gore,13.0,FFTODAY,6,2015
4599,Alfred Morris,13.0,FFTODAY,6,2015
4600,Danny Woodhead,12.5,FFTODAY,6,2015
4601,C.J. Anderson,11.5,FFTODAY,6,2015
4602,LeGarrette Blount,11.5,FFTODAY,6,2015
4603,Shane Vereen,11.5,FFTODAY,6,2015
4604,Antonio Andrews,11.0,FFTODAY,6,2015
4605,Jeremy Hill,10.5,FFTODAY,6,2015
4606,David Johnson,9.5,FFTODAY,6,2015
4607,Chris Ivory,9.0,FFTODAY,6,2015
4608,Charcandrick West,8.5,FFTODAY,6,2015
4609,Giovani Bernard,8.0,FFTODAY,6,2015
4610,Mark Ingram,8.0,FFTODAY,6,2015
4611,Ameer Abdullah,6.5,FFTODAY,6,2015
4612,Melvin Gordon,6.0,FFTODAY,6,2015
4613,Lamar Miller,6.0,FFTODAY,6,2015
4614,Jonathan Stewart,6.0,FFTODAY,6,2015
4615,Isaiah Crowell,5.5,FFTODAY,6,2015
4616,Ronnie Hillman,5.5,FFTODAY,6,2015
4617,Rashad Jennings,5.5,FFTODAY,6,2015
4618,Duke Johnson,5.5,FFTODAY,6,2015
4619,LeSean McCoy,5.5,FFTODAY,6,2015
4620,Bishop Sankey,5.0,FFTODAY,6,2015
4621,Denard Robinson,4.5,FFTODAY,6,2015
4622,C.J. Spiller,4.5,FFTODAY,6,2015
4623,Toby Gerhart,4.0,FFTODAY,6,2015
4624,Darren Sproles,4.0,FFTODAY,6,2015
4625,Chris Thompson,4.0,FFTODAY,6,2015
4626,Andre Ellington,3.5,FFTODAY,6,2015
4627,Ryan Mathews,3.5,FFTODAY,6,2015
4628,James Starks,3.5,FFTODAY,6,2015
4629,Javorius Allen,3.0,FFTODAY,6,2015
4630,Tevin Coleman,3.0,FFTODAY,6,2015
4631,Knile Davis,3.0,FFTODAY,6,2015
4632,Dan Herron,3.0,FFTODAY,6,2015
4633,Chris Polk,3.0,FFTODAY,6,2015
4634,Joique Bell,2.5,FFTODAY,6,2015
4635,Dexter McCluster,2.5,FFTODAY,6,2015
4636,Thomas Rawls,2.5,FFTODAY,6,2015
4637,Mike Tolbert,2.5,FFTODAY,6,2015
4638,Andre Williams,2.5,FFTODAY,6,2015
4639,Anthony Dixon,2.0,FFTODAY,6,2015
4640,Zac Stacy,2.0,FFTODAY,6,2015
4641,De'Anthony Thomas,2.0,FFTODAY,6,2015
4642,Jarryd Hayne,1.5,FFTODAY,6,2015
4643,Jeremy Langford,1.5,FFTODAY,6,2015
4644,Jerick McKinnon,1.5,FFTODAY,6,2015
4645,Josh Robinson,1.5,FFTODAY,6,2015
4646,Khiry Robinson,1.5,FFTODAY,6,2015
4647,DeAngelo Williams,1.5,FFTODAY,6,2015
4648,Zach Zenner,1.5,FFTODAY,6,2015
4649,Damien Williams,1.0,FFTODAY,6,2015
4650,Devonta Freeman,19.5,FFTODAY,7,2015
4651,Adrian Peterson,18.5,FFTODAY,7,2015
4652,Le'Veon Bell,18.0,FFTODAY,7,2015
4653,Todd Gurley,18.0,FFTODAY,7,2015
4654,Arian Foster,17.5,FFTODAY,7,2015
4655,LeSean McCoy,17.0,FFTODAY,7,2015
4656,Marshawn Lynch,16.5,FFTODAY,7,2015
4657,Latavius Murray,16.0,FFTODAY,7,2015
4658,Mark Ingram,15.5,FFTODAY,7,2015
4659,Chris Ivory,15.0,FFTODAY,7,2015
4660,Lamar Miller,14.5,FFTODAY,7,2015
4661,DeMarco Murray,14.5,FFTODAY,7,2015
4662,Frank Gore,14.0,FFTODAY,7,2015
4663,Chris Johnson,14.0,FFTODAY,7,2015
4664,Jonathan Stewart,13.5,FFTODAY,7,2015
4665,Alfred Morris,11.5,FFTODAY,7,2015
4666,Justin Forsett,10.0,FFTODAY,7,2015
4667,Doug Martin,9.5,FFTODAY,7,2015
4668,Carlos Hyde,7.5,FFTODAY,7,2015
4669,Rashad Jennings,7.5,FFTODAY,7,2015
4670,LeGarrette Blount,7.0,FFTODAY,7,2015
4671,Matt Jones,7.0,FFTODAY,7,2015
4672,Charcandrick West,7.0,FFTODAY,7,2015
4673,James White,6.5,FFTODAY,7,2015
4674,Danny Woodhead,6.5,FFTODAY,7,2015
4675,Duke Johnson,6.0,FFTODAY,7,2015
4676,Charles Sims,5.5,FFTODAY,7,2015
4677,Ameer Abdullah,5.0,FFTODAY,7,2015
4678,Antonio Andrews,5.0,FFTODAY,7,2015
4679,Melvin Gordon,5.0,FFTODAY,7,2015
4680,Shane Vereen,5.0,FFTODAY,7,2015
4681,T.J. Yeldon,5.0,FFTODAY,7,2015
4682,Isaiah Crowell,4.5,FFTODAY,7,2015
4683,Theo Riddick,4.5,FFTODAY,7,2015
4684,Bishop Sankey,4.5,FFTODAY,7,2015
4685,Ryan Mathews,4.0,FFTODAY,7,2015
4686,C.J. Spiller,4.0,FFTODAY,7,2015
4687,Benny Cunningham,3.5,FFTODAY,7,2015
4688,David Johnson,3.5,FFTODAY,7,2015
4689,Dexter McCluster,3.5,FFTODAY,7,2015
4690,Darren Sproles,3.5,FFTODAY,7,2015
4691,Zac Stacy,3.5,FFTODAY,7,2015
4692,Joique Bell,3.0,FFTODAY,7,2015
4693,Tevin Coleman,3.0,FFTODAY,7,2015
4694,Knile Davis,3.0,FFTODAY,7,2015
4695,Andre Ellington,3.0,FFTODAY,7,2015
4696,Toby Gerhart,3.0,FFTODAY,7,2015
4697,Darren McFadden,3.0,FFTODAY,7,2015
4698,Mike Tolbert,2.5,FFTODAY,7,2015
4699,Javorius Allen,2.0,FFTODAY,7,2015
4700,Alfred Blue,2.0,FFTODAY,7,2015
4701,Anthony Dixon,2.0,FFTODAY,7,2015
4702,Roy Helu,2.0,FFTODAY,7,2015
4703,Branden Oliver,2.0,FFTODAY,7,2015
4704,Chris Polk,2.0,FFTODAY,7,2015
4705,De'Anthony Thomas,2.0,FFTODAY,7,2015
4706,Andre Williams,2.0,FFTODAY,7,2015
4707,DeAngelo Williams,2.0,FFTODAY,7,2015
4708,Jarryd Hayne,1.5,FFTODAY,7,2015
4709,Dan Herron,1.5,FFTODAY,7,2015
4710,Jerick McKinnon,1.5,FFTODAY,7,2015
4711,Thomas Rawls,1.5,FFTODAY,7,2015
4712,Khiry Robinson,1.5,FFTODAY,7,2015
4713,Denard Robinson,1.0,FFTODAY,7,2015
4714,Damien Williams,0.5,FFTODAY,7,2015
4715,Dion Lewis,0.0,FFTODAY,7,2015
4716,Devonta Freeman,19.0,FFTODAY,8,2015
4717,Todd Gurley,19.0,FFTODAY,8,2015
4718,Le'Veon Bell,18.5,FFTODAY,8,2015
4719,Justin Forsett,18.5,FFTODAY,8,2015
4720,Adrian Peterson,18.0,FFTODAY,8,2015
4721,Marshawn Lynch,17.5,FFTODAY,8,2015
4722,Lamar Miller,17.5,FFTODAY,8,2015
4723,Matt Forte,17.0,FFTODAY,8,2015
4724,Mark Ingram,17.0,FFTODAY,8,2015
4725,Ronnie Hillman,16.0,FFTODAY,8,2015
4726,Chris Johnson,15.5,FFTODAY,8,2015
4727,Doug Martin,15.5,FFTODAY,8,2015
4728,Chris Ivory,14.5,FFTODAY,8,2015
4729,Latavius Murray,14.5,FFTODAY,8,2015
4730,Darren McFadden,14.0,FFTODAY,8,2015
4731,Jonathan Stewart,14.0,FFTODAY,8,2015
4732,Giovani Bernard,13.5,FFTODAY,8,2015
4733,Antonio Andrews,12.0,FFTODAY,8,2015
4734,Charcandrick West,10.5,FFTODAY,8,2015
4735,Frank Gore,8.0,FFTODAY,8,2015
4736,Dion Lewis,7.0,FFTODAY,8,2015
4737,Rashad Jennings,6.5,FFTODAY,8,2015
4738,James Starks,6.5,FFTODAY,8,2015
4739,Danny Woodhead,6.5,FFTODAY,8,2015
4740,Chris Polk,6.0,FFTODAY,8,2015
4741,Shane Vereen,6.0,FFTODAY,8,2015
4742,Ameer Abdullah,5.5,FFTODAY,8,2015
4743,Alfred Blue,5.5,FFTODAY,8,2015
4744,Reggie Bush,5.5,FFTODAY,8,2015
4745,Duke Johnson,5.5,FFTODAY,8,2015
4746,Charles Sims,5.5,FFTODAY,8,2015
4747,C.J. Anderson,4.5,FFTODAY,8,2015
4748,Jeremy Hill,4.5,FFTODAY,8,2015
4749,Dexter McCluster,4.5,FFTODAY,8,2015
4750,Theo Riddick,4.5,FFTODAY,8,2015
4751,Melvin Gordon,4.0,FFTODAY,8,2015
4752,Eddie Lacy,4.0,FFTODAY,8,2015
4753,LeGarrette Blount,3.5,FFTODAY,8,2015
4754,Isaiah Crowell,3.5,FFTODAY,8,2015
4755,Benny Cunningham,3.5,FFTODAY,8,2015
4756,Mike Davis,3.5,FFTODAY,8,2015
4757,David Johnson,3.5,FFTODAY,8,2015
4758,Zac Stacy,3.5,FFTODAY,8,2015
4759,Tevin Coleman,3.0,FFTODAY,8,2015
4760,Joique Bell,2.5,FFTODAY,8,2015
4761,Bishop Sankey,2.5,FFTODAY,8,2015
4762,C.J. Spiller,2.5,FFTODAY,8,2015
4763,Javorius Allen,2.0,FFTODAY,8,2015
4764,Andre Ellington,2.0,FFTODAY,8,2015
4765,Branden Oliver,2.0,FFTODAY,8,2015
4766,Marcel Reece,2.0,FFTODAY,8,2015
4767,De'Anthony Thomas,2.0,FFTODAY,8,2015
4768,Mike Tolbert,2.0,FFTODAY,8,2015
4769,DeAngelo Williams,2.0,FFTODAY,8,2015
4770,Fred Jackson,1.5,FFTODAY,8,2015
4771,Jeremy Langford,1.5,FFTODAY,8,2015
4772,Jerick McKinnon,1.5,FFTODAY,8,2015
4773,Thomas Rawls,1.5,FFTODAY,8,2015
4774,Khiry Robinson,1.5,FFTODAY,8,2015
4775,Orleans Darkwa,1.0,FFTODAY,8,2015
4776,Knile Davis,1.0,FFTODAY,8,2015
4777,Andre Williams,1.0,FFTODAY,8,2015
4778,Jonathan Grimes,0.5,FFTODAY,8,2015
4779,Devonta Freeman,20.0,FFTODAY,9,2015
4780,Todd Gurley,18.5,FFTODAY,9,2015
4781,Mark Ingram,18.5,FFTODAY,9,2015
4782,DeMarco Murray,17.0,FFTODAY,9,2015
4783,Adrian Peterson,17.0,FFTODAY,9,2015
4784,Doug Martin,16.0,FFTODAY,9,2015
4785,Jeremy Langford,15.5,FFTODAY,9,2015
4786,Lamar Miller,15.5,FFTODAY,9,2015
4787,DeAngelo Williams,15.5,FFTODAY,9,2015
4788,Chris Ivory,15.0,FFTODAY,9,2015
4789,LeSean McCoy,15.0,FFTODAY,9,2015
4790,Darren McFadden,15.0,FFTODAY,9,2015
4791,Latavius Murray,15.0,FFTODAY,9,2015
4792,Ronnie Hillman,14.0,FFTODAY,9,2015
4793,Dion Lewis,14.0,FFTODAY,9,2015
4794,Jonathan Stewart,14.0,FFTODAY,9,2015
4795,Jeremy Hill,13.5,FFTODAY,9,2015
4796,Melvin Gordon,12.5,FFTODAY,9,2015
4797,LeGarrette Blount,12.0,FFTODAY,9,2015
4798,Antonio Andrews,11.5,FFTODAY,9,2015
4799,Frank Gore,8.0,FFTODAY,9,2015
4800,T.J. Yeldon,7.5,FFTODAY,9,2015
4801,Danny Woodhead,7.0,FFTODAY,9,2015
4802,Giovani Bernard,6.0,FFTODAY,9,2015
4803,Duke Johnson,6.0,FFTODAY,9,2015
4804,Eddie Lacy,6.0,FFTODAY,9,2015
4805,Dexter McCluster,6.0,FFTODAY,9,2015
4806,Shane Vereen,6.0,FFTODAY,9,2015
4807,C.J. Anderson,5.5,FFTODAY,9,2015
4808,Rashad Jennings,5.5,FFTODAY,9,2015
4809,Charles Sims,5.5,FFTODAY,9,2015
4810,Matt Jones,5.0,FFTODAY,9,2015
4811,Isaiah Crowell,4.5,FFTODAY,9,2015
4812,Kendall Gaskins,4.5,FFTODAY,9,2015
4813,C.J. Spiller,4.5,FFTODAY,9,2015
4814,James Starks,4.0,FFTODAY,9,2015
4815,Ryan Mathews,3.5,FFTODAY,9,2015
4816,Alfred Morris,3.5,FFTODAY,9,2015
4817,Chris Thompson,3.5,FFTODAY,9,2015
4818,Karlos Williams,3.5,FFTODAY,9,2015
4819,Tevin Coleman,3.0,FFTODAY,9,2015
4820,Shaun Draughn,3.0,FFTODAY,9,2015
4821,Darren Sproles,3.0,FFTODAY,9,2015
4822,Zac Stacy,3.0,FFTODAY,9,2015
4823,Taiwan Jones,2.5,FFTODAY,9,2015
4824,Denard Robinson,2.5,FFTODAY,9,2015
4825,Benny Cunningham,2.0,FFTODAY,9,2015
4826,Tre Mason,2.0,FFTODAY,9,2015
4827,Marcel Reece,2.0,FFTODAY,9,2015
4828,Mike Tolbert,2.0,FFTODAY,9,2015
4829,Orleans Darkwa,1.5,FFTODAY,9,2015
4830,Jerick McKinnon,1.5,FFTODAY,9,2015
4831,Bishop Sankey,1.0,FFTODAY,9,2015
4832,Andre Williams,1.0,FFTODAY,9,2015
